spoid,name,type
SCH10037,"Indian Inst of Info Tech, Design & Manu Jabalpur",Academic
STB10037,"Indian Inst of Info Tech, Design & Manu Jabalpur",Student Branch
SBC10037B,"Indian Inst of Info Tech,Design&Manu Jabalpur,PE31",Student Branch Chapter
SBC98726B,"Indian Inst of Info Tech-Sri City,GRS29/CIS11",Student Branch Chapter
STB64286,Indian Inst of Information Tech Design & Manf,Student Branch
SCH64286,Indian Inst of Information Tech Design & Manf,Academic
SBC64286C,"Indian Inst of Information Tech Design & Manf,C16",Student Branch Chapter
SBC64286,"Indian Inst of Information Tech Design & Manf,ED15",Student Branch Chapter
SBC64286A,"Indian Inst of Information Tech Design & Manf,SP01",Student Branch Chapter
SBA64286,"Indian Inst of Information Tech Design & Manf,WIE",Affinity
SBC14321B,"Indian Inst of Information Tech-Allahabad,C16",Student Branch Chapter
SBC14321E,"Indian Inst of Information Tech-Allahabad,CAS04",Student Branch Chapter
SBC14321D,"Indian Inst of Information Tech-Allahabad,PHO36",Student Branch Chapter
SBC14321A,"Indian Inst of Information Tech-Allahabad,RA24",Student Branch Chapter
SBC14321C,"Indian Inst of Information Tech-Allahabad,SP01",Student Branch Chapter
SBC98726,"Indian Inst of Information Tech-Sri City,CAS04",Student Branch Chapter
SBC98726A,"Indian Inst of Information Tech-Sri City,ED15",Student Branch Chapter
SCH20239,Indian Inst of Management-Indore,Academic
STB20239,Indian Inst of Management-Indore,Student Branch
SCH2509064,Indian Inst Of Mgmt,Academic
SBC06731I,"Indian Inst of Sci-Bangal,SSC37/CAS04/CEDA44/SYS45",Student Branch Chapter
SCH06731,Indian Inst of Science-Bangalore,Academic
STB06731,Indian Inst of Science-Bangalore,Student Branch
SBA06731S,Indian Inst of Science-Bangalore SB SIGHT,Affinity
HKN253,"Indian Inst Of Science-Bangalore, Mu Xi",Affinity
SBC06731,"Indian Inst of Science-Bangalore,C16",Student Branch Chapter
SBC06731F,"Indian Inst of Science-Bangalore,CIS11/C16",Student Branch Chapter
SBC06731B,"Indian Inst of Science-Bangalore,COM19",Student Branch Chapter
SBC06731A,"Indian Inst of Science-Bangalore,EMB18/PHO36",Student Branch Chapter
SBC06731C,"Indian Inst of Science-Bangalore,IA34/IE13",Student Branch Chapter
SBC06731H,"Indian Inst of Science-Bangalore,MTT17,AP03",Student Branch Chapter
SBC06731D,"Indian Inst of Science-Bangalore,NANO42/SEN39",Student Branch Chapter
SBC06731G,"Indian Inst of Science-Bangalore,PE31",Student Branch Chapter
SBC06731E,"Indian Inst of Science-Bangalore,SP01",Student Branch Chapter
SBA06731,"Indian Inst of Science-Bangalore,WIE",Affinity
STB09671,Indian Inst of Space Science & Tech,Student Branch
SCH09671,Indian Inst of Space Science & Tech,Academic
SBA09671S,Indian Inst of Space Science & Tech (IIST) SIGHT,Affinity
SBC09671G,"Indian Inst of Space Science & Tech,AES10",Student Branch Chapter
SBC09671A,"Indian Inst of Space Science & Tech,AP03",Student Branch Chapter
SBC09671E,"Indian Inst of Space Science & Tech,CAS04",Student Branch Chapter
SBC09671F,"Indian Inst of Space Science & Tech,COM19",Student Branch Chapter
SBC09671H,"Indian Inst of Space Science & Tech,CS23",Student Branch Chapter
SBC09671D,"Indian Inst of Space Science & Tech,E25",Student Branch Chapter
SBC09671C,"Indian Inst of Space Science & Tech,GRS29",Student Branch Chapter
SBC09671,"Indian Inst of Space Science & Tech,IA34",Student Branch Chapter
SBC09671B,"Indian Inst of Space Science & Tech,MTT17",Student Branch Chapter
SBC09671I,"Indian Inst of Space Science & Tech,PE31",Student Branch Chapter
SCH40086598,Indian Inst Of Tech,Academic
SBC06321J,"Indian Inst of Tech (Banarus Hindu U) Vara,IE13",Student Branch Chapter
STB06321,Indian Inst of Tech (Banarus Hindu U) Varanasi,Student Branch
SCH06321,Indian Inst of Tech (Banarus Hindu U) Varanasi,Academic
SBC06321F,"Indian Inst of Tech (Banarus Hindu U)Varanasi,SP01",Student Branch Chapter
SBC06321G,"Indian Inst of Tech(Banarus Hindu U)Varanasi,AES10",Student Branch Chapter
SBC06321E,"Indian Inst of Tech(Banarus Hindu U)Varanasi,AP03",Student Branch Chapter
SBC06321D,"Indian Inst of Tech(Banarus Hindu U)Varanasi,PE31",Student Branch Chapter
SBC90001A,"Indian Inst of Tech-Delhi,OE22",Student Branch Chapter
SBA90001,"Indian Inst of Tech-Delhi,WIE",Affinity
STB61571,Indian Inst of Tech-Guwahati,Student Branch
SCH61571,Indian Inst of Tech-Guwahati,Academic
SBC61571H,"Indian Inst of Tech-Guwahati,COM19",Student Branch Chapter
SBC61571F,"Indian Inst of Tech-Guwahati,DEI32",Student Branch Chapter
SBC61571C,"Indian Inst of Tech-Guwahati,IA34",Student Branch Chapter
SBC61571D,"Indian Inst of Tech-Guwahati,IE13",Student Branch Chapter
SBC61571E,"Indian Inst of Tech-Guwahati,MTT17",Student Branch Chapter
SBC61571B,"Indian Inst of Tech-Guwahati,PE31",Student Branch Chapter
SBC61571A,"Indian Inst of Tech-Guwahati,PEL35",Student Branch Chapter
SBC61571,"Indian Inst of Tech-Guwahati,PHO36",Student Branch Chapter
SBC61571G,"Indian Inst of Tech-Guwahati,SEN39",Student Branch Chapter
SBA61571,"Indian Inst of Tech-Guwahati,WIE",Affinity
SBC56701F,"Indian Inst of Tech-Roorke,PHO36/SEN39/NANO42",Student Branch Chapter
SCH05261,Indian Inst of Technology-Kanpur,Academic
STB05261,Indian Inst of Technology-Kanpur,Student Branch
SBC05261G,"Indian Inst of Technology-Kanpur,AES10",Student Branch Chapter
SBC05261C,"Indian Inst of Technology-Kanpur,AP03",Student Branch Chapter
SBC05261F,"Indian Inst of Technology-Kanpur,DEI32",Student Branch Chapter
SBC05261B,"Indian Inst of Technology-Kanpur,IA34",Student Branch Chapter
SBC05261A,"Indian Inst of Technology-Kanpur,MTT17",Student Branch Chapter
SBC05261D,"Indian Inst of Technology-Kanpur,PE31",Student Branch Chapter
SBC05261E,"Indian Inst of Technology-Kanpur,SP01",Student Branch Chapter
SBA05261,"Indian Inst of Technology-Kanpur,WIE",Affinity
SBC20461B,"Indian Inst of Technology-Kharagpur,Ap03/MTT17",Student Branch Chapter
STB02531,Indian Inst Of Technology-Madras,Student Branch
SBC02531,"Indian Inst Of Technology-Madras,C16",Student Branch Chapter
SCH56701,Indian Inst of Technology-Roorkee,Academic
STB56701,Indian Inst of Technology-Roorkee,Student Branch
SBC56701C,"Indian Inst of Technology-Roorkee,CAS04",Student Branch Chapter
SBC56701D,"Indian Inst Of Technology-Roorkee,COM19",Student Branch Chapter
SBC56701B,"Indian Inst of Technology-Roorkee,ED15",Student Branch Chapter
SBC56701G,"Indian Inst of Technology-Roorkee,GRS29",Student Branch Chapter
SBC56701E,"Indian Inst of Technology-Roorkee,IA34",Student Branch Chapter
SBC56701A,"Indian Inst of Technology-Roorkee,MTT17",Student Branch Chapter
SBC06321A,"Indian Inst Tech (Banaras Hindu U) Varanasi,IA34",Student Branch Chapter
SBC06321B,"Indian Inst Tech (Banaras Hindu U) Varanasi,MTT17",Student Branch Chapter
SBC06321C,"Indian Inst Tech (Banarus Hindu U) Varanasi, PHO36",Student Branch Chapter
SBC06321,"Indian Inst Tech (Banarus Hindu U) Varanasi,C16",Student Branch Chapter
SBC06321I,"Indian Inst Tech (Banarus Hindu U) Varanasi,CS23",Student Branch Chapter
SBA14321S,Indian Institute of Info Tech-Allahabad SIGHT,Affinity
SBA14321,"Indian Institute of Info Tech-Allahabad, WIE",Affinity
SBC98726C,"Indian Institute of Info Tech-Sri City,ITSS38",Student Branch Chapter
STB14321,Indian Institute of Information Tech-Allahabad,Student Branch
SCH14321,Indian Institute of Information Tech-Allahabad,Academic
STB98726,Indian Institute of Information Tech-Sri City,Student Branch
SCH98726,Indian Institute of Information Tech-Sri City,Academic
STB08131,Indian Institute of Tech - Bhubaneswar,Student Branch
SCH08131,Indian Institute of Tech - Bhubaneswar,Academic
SBC60096747B,"Indian Institute of Tech - Chennai,TEC802/PEL35",Student Branch Chapter
STB33291,Indian Institute of Tech-Dhanbad,Student Branch
SCH33291,Indian Institute of Tech-Dhanbad,Academic
SBC33291,"Indian Institute of Tech-Dhanbad,AP03,MMTT17",Student Branch Chapter
SBC33291A,"Indian Institute of Tech-Dhanbad,NANO42",Student Branch Chapter
SBC33291B,"Indian Institute of Tech-Dhanbad,PHO36",Student Branch Chapter
1-3VF8WBH,Indian Institute of Technology,Academic
STB60096747,Indian Institute of Technology - Chennai,Student Branch
SCH60096747,Indian Institute of Technology - Chennai,Academic
SBC60096747A,"Indian Institute of Technology - Chennai,IE13",Student Branch Chapter
SBC60096747,"Indian Institute of Technology - Chennai,OE22",Student Branch Chapter
SBA60096747,"Indian Institute of Technology - Chennai,WIE",Affinity
STB15133,Indian Institute of Technology - Jodhpur,Student Branch
SCH15133,Indian Institute of Technology - Jodhpur,Academic
SBA15133,"Indian Institute of Technology - Jodhpur, WIE",Affinity
SBC15133B,"Indian Institute of Technology - Jodhpur,ED15",Student Branch Chapter
SBC15133A,"Indian Institute of Technology - Jodhpur,NANO42",Student Branch Chapter
STB14591,Indian Institute of Technology - Patna,Student Branch
SCH14591,Indian Institute of Technology - Patna,Academic
SBC14591A,"Indian Institute of Technology - Patna,AP03",Student Branch Chapter
SBC14591G,"Indian Institute of Technology - Patna,BIO46",Student Branch Chapter
SBC14591E,"Indian Institute of Technology - Patna,CIS11",Student Branch Chapter
SBC14591,"Indian Institute of Technology - Patna,COM19",Student Branch Chapter
SBC14591I,"Indian Institute of Technology - Patna,CS23",Student Branch Chapter
SBC14591D,"Indian Institute of Technology - Patna,ED15",Student Branch Chapter
SBC14591H,"Indian Institute of Technology - Patna,IA34",Student Branch Chapter
SBC14591B,"Indian Institute of Technology - Patna,MTT17",Student Branch Chapter
SBC14591C,"Indian Institute of Technology - Patna,PE31",Student Branch Chapter
SBC14591F,"Indian Institute of Technology - Patna,SP01",Student Branch Chapter
SCH11693,Indian Institute Of Technology Bhilai,Academic
STB11693,Indian Institute Of Technology Bhilai,Student Branch
STB90001,Indian Institute of Technology Delhi,Student Branch
SCH90001,Indian Institute of Technology Delhi,Academic
SBC90001C,"Indian Institute of Technology Delhi,ED15",Student Branch Chapter
SBC90001,"Indian Institute of Technology Delhi,MTT17",Student Branch Chapter
SBC90001B,"Indian Institute of Technology Delhi,SP01",Student Branch Chapter
STB12481,Indian Institute of Technology-Gandhinagar,Student Branch
SCH12481,Indian Institute of Technology-Gandhinagar,Academic
SBC12481,"Indian Institute of Technology-Gandhinagar,ED15",Student Branch Chapter
SCH11563,Indian Institute of Technology-Indore,Academic
STB11563,Indian Institute of Technology-Indore,Student Branch
SBC11563C,"Indian Institute of Technology-Indore,AP03",Student Branch Chapter
SBC11563F,"Indian Institute of Technology-Indore,CAS04",Student Branch Chapter
SBC11563H,"Indian Institute of Technology-Indore,CIS11",Student Branch Chapter
SBC11563G,"Indian Institute of Technology-Indore,COM19",Student Branch Chapter
SBC11563,"Indian Institute of Technology-Indore,GRS29",Student Branch Chapter
SBC11563A,"Indian Institute of Technology-Indore,NANO42",Student Branch Chapter
SBC11563B,"Indian Institute of Technology-Indore,PHO36",Student Branch Chapter
SBC11563E,"Indian Institute of Technology-Indore,RA24",Student Branch Chapter
SBC11563D,"Indian Institute of Technology-Indore,SEN39",Student Branch Chapter
SBA11563,"Indian Institute of Technology-Indore,WIE",Affinity
SBC15133,"Indian Institute of Technology-Jodhpur,AP03",Student Branch Chapter
SCH20461,Indian Institute of Technology-Kharagpur,Academic
STB20461,Indian Institute of Technology-Kharagpur,Student Branch
SBC20461,"Indian Institute of Technology-Kharagpur,C16",Student Branch Chapter
SBC20461C,"Indian Institute of Technology-Kharagpur,EMB18",Student Branch Chapter
SBC20461D,"Indian Institute of Technology-Kharagpur,GRS29",Student Branch Chapter
SBC20461A,"Indian Institute of Technology-Kharagpur,SP01",Student Branch Chapter
SCH02531,Indian Institute Of Technology-Madras,Academic
STB18191,Indian Institute of Technology-Mandi,Student Branch
SCH18191,Indian Institute of Technology-Mandi,Academic
SBC18191G,"Indian Institute of Technology-Mandi,AP03",Student Branch Chapter
SBC18191F,"Indian Institute of Technology-Mandi,ED15",Student Branch Chapter
SBC18191,"Indian Institute of Technology-Mandi,IA34/PE31",Student Branch Chapter
SBC18191E,"Indian Institute of Technology-Mandi,MTT17",Student Branch Chapter
SBC18191A,"Indian Institute of Technology-Mandi,PEL35/IE13",Student Branch Chapter
SBC18191B,"Indian Institute of Technology-Mandi,RA24",Student Branch Chapter
SBA18191,"Indian Institute of Technology-Mandi,WIE",Affinity
SCH11191,Indian Institute of Technology-Mumbai,Academic
STB11191,Indian Institute of Technology-Mumbai,Student Branch
SBC11191,"Indian Institute of Technology-Mumbai,C16",Student Branch Chapter
SBC11191B,"Indian Institute of Technology-Mumbai,GRS29",Student Branch Chapter
SBC11191A,"Indian Institute of Technology-Mumbai,PHO36",Student Branch Chapter
STB16411,Indian Institute of Technology-Ropar,Student Branch
SCH16411,Indian Institute of Technology-Ropar,Academic
SBC16411A,"Indian Institute of Technology-Ropar,AP03",Student Branch Chapter
SBC16411,"Indian Institute of Technology-Ropar,EMB18",Student Branch Chapter
SBC16411C,"Indian Institute of Technology-Ropar,EP21",Student Branch Chapter
SBC16411B,"Indian Institute of Technology-Ropar,MTT17",Student Branch Chapter
SBA16411,"Indian Institute of Technology-Ropar,WIE",Affinity
SCH2587304,Indian River State College,Academic
SCH2537144,Indian Statistical Inst,Academic
STB05561,Indiana Inst of Tech,Student Branch
A17285,Indiana Inst of Tech,Academic
1-3I364A,Indiana Purdue Univ FT Wayne (IPFW),Academic
A14863,Indiana State Univ,Academic
STB11941,Indiana State University,Student Branch
A12198,Indiana State University,Academic
A5565,Indiana State University-Terre Haute,Academic
SCH26017206,Indiana Univ,Academic
A2275,Indiana Univ Northwest Campus,Academic
A2980,Indiana Univ Of Pennsylvania,Academic
A8991,Indiana Univ-Bloomington,Academic
STB99410,Indiana Univ-Bloomington,Student Branch
SCH60209284,Indiana Univ-Purdue Univ-Indianapolis (IUPUI),Academic
SCH60224222,Indiana University East,Academic
1-5CM6NVC,Indiana University Kokomo,Academic
A43665,Indiana University South Bend,Academic
1-6ZWWJ01,Indiana University Southeast,Academic
A8167,Indiana Wesleyan Univ,Academic
SBA62741,"Indira Gandhi Delhi Technical Univ for Women, WIE",Affinity
STB62741,Indira Gandhi Delhi Technical University for Women,Student Branch
SCH62741,Indira Gandhi Delhi Technical University for Women,Academic
SCH40261122,Indira Gandhi Natl Open Univ,Academic
R00659,Indonesia Section,Section
WE00059,"Indonesia Section Affinity Group, WIE",Affinity
YP00059,"Indonesia Section Affinity Group, YP",Affinity
CH10784,"Indonesia Section Chapter, C16",Chapter
CH10781,"Indonesia Section Chapter, E25",Chapter
CH10788,"Indonesia Section Chapter, ED15",Chapter
CH10458,"Indonesia Section Chapter, MTT17/AP03",Joint Chapter
CH10737,"Indonesia Section Chapter, PE31",Chapter
CH10782,"Indonesia Section Chapter, PEL35",Chapter
CH10770,"Indonesia Section Chapter, SIT30",Chapter
CH10652,"Indonesia Section Chapter, SSC37",Chapter
CH10358,"Indonesia Section Chapter,CAS04",Chapter
CH10880,"Indonesia Section Chapter,CIS11",Chapter
CH10273,"Indonesia Section Chapter,COM19",Chapter
CH11088,"Indonesia Section Chapter,CT08",Chapter
CH10357,"Indonesia Section Chapter,EMB18",Chapter
CH10902,"Indonesia Section Chapter,IE13",Chapter
CH10882,"Indonesia Section Chapter,SMC28",Chapter
CH10778,"Indonesia Section Chapter,SP01",Chapter
CH10629,"Indonesia Section Joint Chapter, GRS29/AES10",Joint Chapter
CH10963,"Indonesia Section Joint Chapter,OE22/TEM14",Joint Chapter
CH10808,"Indonesia Section Jt. Chapter, CS23/RA24",Joint Chapter
CH10929,"Indonesia Section Jt. Chapter,IM09/IT12",Joint Chapter
CH10930,"Indonesia Section Jt. Chapter,VT06/ITS38",Joint Chapter
SBC04391A,"Indonesia Univ Of,AP03",Student Branch Chapter
SBC04391B,"Indonesia Univ Of,MTT17",Student Branch Chapter
SBA14311,"Indraprastha Institute of Info Tech Delhi, WIE",Affinity
SBC14311A,"Indraprastha Institute of Info Tech Delhi,AES10",Student Branch Chapter
SBC14311,"Indraprastha Institute of Info Tech Delhi,C16",Student Branch Chapter
SBC14311B,"Indraprastha Institute of Info Tech Delhi,CAS04",Student Branch Chapter
SBC14311D,"Indraprastha Institute of Info Tech Delhi,MTT17",Student Branch Chapter
SBC14311C,"Indraprastha Institute of Info Tech Delhi,SP01",Student Branch Chapter
STB14311,Indraprastha Institute of Info Technology Delhi,Student Branch
SCH14311,Indraprastha Institute of Info Technology Delhi,Academic
SCH60105421,Indus Institute of Technology & Engineering,Academic
1-2W2FNOD,Indus Institute of Technology & Engineering,Academic
STB16001,Indus University,Student Branch
SCH16001,Indus University,Academic
SCH2518853,Industrial University of Tyumen,Academic
SCH2540463,Industriele Hogeschool Brussel,Academic
SCH2540453,Industriele Hogeschool Van Het Gemeenschapsond,Academic
SCH2540473,Industriele Hogeschool Van Het Gent,Academic
1-10RTY42,Infant Jesus College of Engineering,Academic
SCH64171,Infant Jesus College of Engineering,Academic
SCH41321780,Infante D. Henrique Nautical School,Academic
SCH60214209,INFNET Institute,Academic
SCH40315065,Informatics Computer Inst,Academic
SCH17761,Informatics Institute of Technology,Academic
STB17761,Informatics Institute of Technology,Student Branch
SBA17761,"Informatics Institute of Technology, WIE",Affinity
SBC17761,"Informatics Institute of Technology,C16",Student Branch Chapter
SBC17761B,"Informatics Institute of Technology,CIS11",Student Branch Chapter
SBC17761C,"Informatics Institute of Technology,EMB18",Student Branch Chapter
SBC17761A,"Informatics Institute of Technology,RA24",Student Branch Chapter
SCH41504728,Information & Communication Univ,Academic
A38327,Information And Communications Univ,Academic
A14025,Information Tech Inst,Academic
SCH11404,Information Technology University,Academic
STB11404,Information Technology University,Student Branch
SBA11404,"Information Technology University,WIE",Affinity
SCH60099226,Infrastructure University Kuala Lumpur,Academic
